KAMIK,GREG,PEUR,PREV,
7,10,34,20,
7,10,33,21,
7,10,33,22,
7,11,32,21,
8,11,31,22,
8,11,31,22,
8,11,30,21,
8,10,29,21,
8,11,30,21,
9,10,30,21,
9,10,31,21,
9,10,31,21,
7,10,31,21,
7,11,31,20,
7,11,31,20,
8,12,31,20,
9,13,30,21,
9,13,30,21,
10,12,30,21,
10,12,30,22,
11,13,30,20,
12,13,30,21,
11,13,31,20,
11,13,30,21,
11,13,30,21,
11,13,30,21,
11,13,31,21,
11,13,31,21,
11,13,32,20,
11,13,32,20,
10,12,33,20,
10,12,34,20,
10,11,33,20,
10,11,33,20,
11,11,33,19,
11,11,33,19,
10,12,33,19,
9,12,33,19,
10,13,33,20,
11,13,32,20,
11,13,32,20,
11,13,32,20,
10,13,32,20,
9,13,32,21,
10,14,32,21,
10,14,32,21,
10,14,32,20,
12,14,31,20,
12,14,33,20,
13,14,33,20,
13,14,33,19,
12,14,34,19,
11,14,34,19,
12,14,33,19,
12,15,33,19,
12,15,34,20,
13,16,35,20,
12,17,34,20,
13,18,35,20,
14,17,34,20,
14,18,34,21,
15,17,34,20,
16,17,35,21,
16,17,34,21,
16,17,34,21,
16,16,34,21,
14,17,34,20,
13,16,34,18,
13,14,34,17,
13,14,34,17,
13,13,34,17,
14,14,34,16,
14,14,35,16,
14,14,35,16,
14,14,36,16,
14,14,36,16,
15,13,35,16,
16,14,37,16,
16,12,34,15,
17,12,34,15,
16,12,33,15,
16,12,33,15,
17,12,33,16,
17,12,34,17,
16,12,33,16,
16,12,32,16,
15,12,31,16,
16,12,31,16,
15,12,30,17,
16,11,30,17,
16,12,29,17,
17,13,29,17,
16,13,29,17,
14,13,29,18,
15,13,30,18,
15,13,30,18,
15,14,30,18,
14,14,30,17,
15,15,29,17,
16,16,29,17,
15,16,30,18,
16,17,30,18,
15,16,29,17,
15,16,29,17,
16,15,29,18,
15,16,29,18,
15,16,29,18,
15,16,28,18,
15,16,28,20,
16,16,28,20,
16,16,28,20,
17,15,29,19,
16,15,29,19,
15,15,29,19,
13,16,28,20,
13,15,27,21,
13,16,27,20,
13,16,26,19,
13,15,26,19,
13,16,27,19,
11,16,27,19,
12,15,27,18,
12,14,27,19,
12,14,27,20,
13,15,27,20,
13,14,28,19,
13,14,27,19,
12,13,27,20,
12,13,27,17,
12,13,27,18,
12,12,27,18,
12,12,27,18,
12,13,27,19,
12,12,28,20,
12,12,27,20,
13,13,27,19,
13,12,27,20,
13,11,27,20,
14,11,28,20,
13,10,28,20,
12,10,28,20,
12,10,28,20,
12,9,27,20,
12,10,26,20,
11,10,26,20,
12,10,26,20,
13,11,26,19,
12,12,27,20,
12,12,28,20,
11,12,28,20,
11,13,28,21,
11,13,28,21,
11,13,27,21,
11,14,27,21,
10,15,27,21,
10,14,28,21,
10,14,27,21,
10,14,27,22,
10,12,27,22,
10,12,28,23,
9,12,28,24,
9,12,28,24,
9,11,28,24,
9,11,28,23,
9,11,28,23,
9,11,28,23,
8,12,28,24,
8,11,28,25,
8,11,28,25,
8,12,28,25,
9,12,28,25,
9,13,29,25,
10,13,30,25,
10,12,29,26,
10,13,29,26,
10,12,29,26,
10,11,29,26,
11,11,30,26,
11,11,30,24,
11,11,29,25,
11,11,28,25,
11,12,27,24,
11,12,27,24,
12,13,27,25,
11,12,28,25,
11,11,28,24,
11,12,29,25,
11,12,27,26,
10,13,27,27,
10,14,27,27,
10,14,27,28,
10,14,27,28,
10,14,27,28,
10,15,28,28,
10,14,28,27,
11,14,29,27,
11,14,29,27,
11,14,29,27,
11,14,29,28,
10,12,28,28,
10,11,28,28,
10,11,27,28,
9,11,26,26,
9,11,26,26,
9,11,26,26,
9,11,26,26,
9,11,26,25,
9,11,26,26,
9,11,26,26,
10,11,26,24,
9,11,26,24,
10,10,27,25,
10,10,28,25,
10,10,28,26,
10,11,28,26,
10,11,28,26,
10,11,29,26,
10,11,29,27,
10,10,29,27,
10,10,29,26,
10,11,29,26,
11,11,29,25,
11,11,29,25,
11,11,29,26,
11,10,29,26,
11,11,30,26,
11,11,31,25,
10,11,31,25,
11,10,30,25,
11,10,30,25,
11,10,30,25,
11,10,30,24,
11,10,31,24,
11,10,31,25,
11,11,31,25,
10,12,33,25,
10,12,33,25,
9,11,32,26,
9,11,32,27,
9,12,32,29,
9,12,34,29,
9,13,34,29,
9,13,34,28,
9,12,35,28,
9,12,35,28,
9,12,35,28,
9,12,35,28,
10,11,35,28,
9,11,35,28,
9,10,36,28,
9,10,37,27,
9,10,37,27,
9,10,38,27,
10,11,37,26,
10,11,37,26,
11,11,38,26,
10,10,38,27,
10,10,38,27,
10,9,38,28,
10,9,38,28,
10,9,38,26,
10,10,38,26,
10,10,38,26,
10,11,39,26,
10,11,39,26,
10,11,40,27,
10,9,40,27,
11,9,41,27,
11,10,41,27,
10,11,41,27,
10,10,41,27,
11,11,41,26,
12,12,41,26,
12,11,41,26,
12,11,41,27,
12,9,41,27,
13,9,41,26,
13,9,40,25,
12,10,40,24,
12,10,40,23,
13,10,40,23,
12,9,40,23,
12,9,40,24,
13,9,40,25,
13,8,39,25,
13,8,39,25,
14,8,39,25,
15,8,39,25,
14,6,40,25,
14,5,40,25,
13,6,40,25,
13,5,40,26,
12,5,41,25,
13,5,41,25,
13,5,42,25,
13,5,43,26,
14,5,43,26,
14,6,43,26,
14,6,43,26,
15,6,43,26,
14,7,43,25,
14,6,43,25,
14,5,43,25,
15,5,42,25,
14,5,42,24,
14,5,43,23,
14,5,42,23,
14,4,42,23,
13,4,42,23,
13,5,42,24,
13,6,42,23,
13,6,43,22,
13,6,43,22,
13,7,44,22,
13,7,44,22,
11,7,44,22,
12,7,44,22,
11,8,44,22,
12,8,44,22,
12,8,43,23,
11,9,42,22,
11,9,42,21,
10,8,41,21,
10,8,41,21,
10,7,42,21,
10,7,43,21,
10,7,42,21,
10,7,41,22,
11,7,42,22,
11,7,41,23,
11,7,41,23,
11,7,41,23,
11,7,41,23,
10,8,39,22,
8,8,39,22,
9,8,38,22,
9,8,38,22,
9,9,39,22,
9,9,39,23,
9,9,40,23,
9,9,40,23,
9,9,40,22,
9,10,40,22,
9,10,40,22,
9,11,40,22,
10,11,40,22,
10,12,39,22,
10,11,38,23,
11,11,39,23,
10,11,39,23,
11,11,39,23,
10,12,39,23,
10,12,38,23,
10,13,38,24,
10,11,38,24,
10,11,38,24,
10,11,37,24,
10,11,36,24,
11,12,36,24,
10,12,35,23,
10,12,36,23,
10,12,36,23,
10,12,35,24,
10,12,31,24,
10,12,29,25,
10,12,29,24,
11,13,30,24,
11,12,30,24,
10,12,31,24,
